word	[etymology]
eccentrics	['Old French', 'Latin', 'Greek', 'PIE', 'Middle French', 'Medieval Latin']
awkwardness	['Old Norse', 'Proto-Germanic', 'PIE']
euphoria	['Greek', 'PIE']
tropes	['Latin', 'Greek', 'PIE']
innuendoes	['Latin', 'PIE']
musketeers	['Old French', 'Latin', 'Greek', 'PIE', 'French', 'Middle French']
damning	['Old French', 'Proto-Italic', 'PIE']
referring	['Old French', 'Latin', 'PIE']
hotels	['Old French', 'Medieval Latin', 'French']
highways	['Old English', 'Proto-Germanic', 'PIE']
glimpses	['Old English', 'PIE']
moan	['Old English']
entrapment	['Old English', 'Proto-Germanic', 'PIE', 'Old French']
sanctified	['Old French', 'Latin', 'Old Latin', 'PIE', 'Late Latin']
purposeful	['Latin', 'Old French', 'Anglo-French']
alarmed	['Middle French']
wielding	['Old English', 'Proto-Germanic']
wrenches	['Old English', 'Proto-Germanic', 'PIE']
portentous	['Latin', 'PIE']
parallels	['Middle French', 'Latin', 'Greek']
undistinguished	['Middle French', 'Latin', 'PIE']
haughtiness	['Old French', 'Latin', 'PIE']
trinity	['Old English', 'Proto-Germanic', 'Old French', 'Late Latin', 'Latin']
assembly	['French', 'Old Latin', 'PIE', 'Old French', 'Latin']
bonanza	['Latin', 'Proto-Italic', 'American Spanish', 'Vulgar Latin']
recapitulation	['Old French', 'Late Latin', 'PIE']
grabs	['Middle Dutch', 'Proto-Germanic', 'PIE']
rapturous	['French', 'Latin', 'PIE', 'Anglo-French', 'Middle French', 'Medieval Latin']
compliment	['Italian', 'Vulgar Latin', 'French', 'Old French', 'Latin']
whipped	['Middle Low German', 'Proto-Germanic', 'PIE']
glad	['Old English', 'Proto-Germanic', 'PIE']
reservoir	['French', 'Old French', 'Latin']
croupier	['French']
expend	['Latin']
colosseum	['Latin', 'Greek']
histrionics	['French']
initiation	['Proto-Indo-European', 'Middle French', 'Latin']
rite	['Latin', 'PIE', 'French']
guarantees	['Old French', 'Proto-Germanic', 'PIE']
dances	['Old French', 'Low Frankish', 'Spain']
rethink	['Old English', 'Proto-Germanic']
creed	['Old English', 'Latin', 'PIE', 'PIE']
skeptics	['Middle French', 'Latin', 'Greek']
spiteful	['Old French', 'Latin']
salvaged	['French', 'Old French']
enervated	['Old French', 'Medieval Latin', 'Latin', 'PIE', 'Middle French', 'Late Latin']
immortals	['Latin']
staggers	['Proto-Germanic', 'PIE']
hypothesis	['Middle French', 'Late Latin', 'Greek']
patchwork	['Old English', 'Proto-Germanic', 'PIE']
reactionary	['Anglo-French', 'Latin', 'Medieval Latin']
spit	['Proto-Germanic', 'PIE']
purported	['Anglo-French', 'Latin', 'Old French']
tricky	['Old North French', 'Vulgar Latin', 'Latin']
shell	['Old English', 'Proto-Germanic', 'PIE', 'Germanic']
clanging	['Latin', 'PIE']
weeping	['Old English', 'Proto-Germanic', 'PIE']
accelerated	['Old French', 'Latin', 'PIE']
volume	['Old French', 'Latin', 'PIE']
contemptible	['Latin']
imitator	['Middle French', 'Latin']
channeling	['Old French', 'Latin']
publicists	['Old English', 'Proto-Germanic', 'Proto-Germanic', 'PIE', 'Anglo-French', 'Latin', 'Etruscan', 'Middle French', 'Old French', 'Old Latin', 'French']
cashing	['Middle French', 'Proven', 'Latin']
heavyweights	['Old English', 'Proto-Germanic', 'PIE']
cavorting	['Latin', 'PIE', 'Old French', 'Vulgar Latin', 'Middle French', 'Italian', 'French']
underwear	['Old English', 'Proto-Germanic', 'PIE']
meaty	['Proto-Germanic', 'PIE', 'Old English']
gran	['Italian']
temptations	['God', 'Old French', 'Latin']
overtly	['Old French', 'Latin', 'PIE']
unbearable	['Proto-Germanic', 'PIE', 'Old French', 'Old English']
kitschy	['German']
ripe	['Old English', 'West Germanic']
enrapturing	['French', 'Latin', 'PIE', 'Anglo-French', 'Middle French', 'Medieval Latin']
tempt	['God', 'Old French', 'Latin']
widget	['Old Norse', 'Old English', 'Proto-Germanic', 'PIE', 'Anglo-French', 'Old North French', 'Frankish', 'French']
strategies	['French', 'Greek']
puppies	['Old French', 'Latin', 'Etruscan', 'Greek Persephone', 'Greek', 'PIE', 'Vulgar Latin', 'Middle French']
iceberg	['Old English', 'Proto-Germanic']
melts	['Old English', 'Proto-Germanic', 'Proto-Germanic', 'PIE']
tripping	['Old English', 'Proto-Germanic', 'PIE', 'Old French']
self-aware	['Proto-Germanic', 'PIE']
undoing	['Old English']
offense	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Latin']
skipping	['Middle Dutch', 'Proto-Germanic']
scrutinize	['Old English', 'Proto-Germanic', 'Late Latin', 'Latin', 'PIE', 'French']
cohesive	['Old French', 'Latin']
indefinitely	['Old French', 'Latin', 'PIE']
dungeons	['Old French', 'Gallo-Roman', 'Late Latin', 'Latin']
weaponry	['Old English', 'Proto-Germanic']
paved	['Old French', 'Old French', 'Vulgar Latin', 'Latin', 'PIE']
laced	['Old French', 'Latin', 'PIE', 'Spanish', 'Vulgar Latin', 'Italic']
exterior	['Latin']
gazing	['Dutch', 'Middle English', 'Proto-Germanic', 'PIE', 'Scandinavian']
timer	['Old English']
specificity	['Latin', 'French', 'Late Latin']
theirs	['Old English', 'Proto-Germanic', 'PIE', 'Old Norse']
mirth	['Old English', 'Proto-Germanic', 'PIE']
odorous	['Anglo-French', 'Old French', 'Latin', 'PIE', 'Medieval Latin']
heavy-duty	['Anglo-French', 'Old French', 'Vulgar Latin', 'Latin']
perversity	['Old French', 'Latin', 'Middle French']
departments	['Old French', 'Late Latin']
creeping	['Old English', 'Proto-Germanic']
aching	['Old English', 'Proto-Germanic']
ducts	['Latin', 'PIE']
nerves	['Old French', 'Medieval Latin', 'Latin', 'PIE']
etching	['Late Latin', 'Latin', 'PIE', 'Old English', 'Proto-Germanic', 'Dutch', 'German', 'Old High German']
ridicule	['French', 'Latin']
triviality	['Old English', 'Proto-Germanic', 'PIE', 'Latin', 'Middle French']
easy-going	['Old English', 'West Germanic', 'PIE']
dazzles	['Old Norse', 'Middle Dutch']
hypnotizing	['French', 'Late Latin', 'Greek']
gonads	['Modern Latin', 'Greek', 'PIE']
declarations	['Old French', 'Latin', 'PIE']
formalism	['Greek', 'PIE', 'Old French', 'Latin']
brushes	['Old French', 'Vulgar Latin', 'Proto-Germanic', 'Anglo-French', 'Gallo-Roman']
faintly	['Old French', 'Latin']
introspective	['Latin']
self-esteem	['Old French', 'Latin']
woozy	['Middle Dutch']
lamentations	['Old French', 'Latin', 'PIE']
self-centered	['Old French', 'Latin', 'Greek', 'PIE']
inhumanity	['Latin', 'French']
factual	['Old French', 'Late Latin']
atmospheric	['Old French', 'Latin', 'Greek', 'French', 'Italian', 'Modern Latin']
avuncular	['Old French', 'Latin', 'PIE']
droning	['Old English', 'Proto-Germanic']
choreography	['Latin', 'Greek', 'French', 'Latinized']
jeffrey	['Old English', 'Proto-Germanic', 'PIE', 'Old French Godefrei', 'Old High German Godafrid', 'Old High German', 'French Fr', 'German Friedrich', 'Old High German Fridurih', 'Old French Geuffroi', 'Medieval Latin Gaufridus', 'Old French Jeufroi']
reassuring	['Old French', 'Vulgar Latin']
appropriated	['Latin', 'Proto-Italic', 'PIE', 'Old French', 'Late Latin']
turfs	['Old English', 'Proto-Germanic', 'PIE']
self-made	['Old English', 'Proto-Germanic', 'PIE', 'West Germanic']
unpleasantness	['French', 'Old French', 'Latin']
upload	['Old English', 'Proto-Germanic', 'PIE']
minimal	['Latin']
sickness	['Old English', 'Proto-Germanic', 'PIE', 'Middle English']
spill	['Old English', 'Proto-Germanic', 'PIE']
projector	['Latin']
bouncing	['Dutch']
varmints	['Anglo-French', 'Vulgar Latin', 'Latin']
ricocheting	['French']
antlers	['Anglo-French', 'Gallo-Roman', 'Latin']
drive-ins	['Proto-Indo-European', 'Proto-Germanic', 'PIE']
arbitrary	['Old French', 'Latin']
checking	['Medieval Latin', 'Old French', 'Arabic', 'Vulgar Latin', 'Persian']
candle	['Latin', 'PIE']
fools	['Old French', 'Medieval Latin', 'Latin', 'PIE']
branched	['Old French', 'Late Latin', 'Gaulish']
copycat	['Old English', 'West Germanic', 'Proto-Germanic', 'Late Latin']
howler	['Latin', 'Old English', 'Proto-Germanic']
inelegant	['Anglo-French', 'Latin', 'PIE', 'Middle French']
cruelty	['Old English', 'Proto-Germanic', 'PIE', 'Latin', 'Old French']
chicken	['Old French', 'Latin', 'Old English']
grenade	['Roman', 'Latin', 'Old French', 'Medieval Latin', 'Middle French']
honored	['Anglo-French', 'Latin', 'Old French']
trenchant	['Old French', 'Vulgar Latin', 'Latin', 'PIE']
capitalism	['Old French', 'Latin', 'Medieval Latin', 'Anglo-French']
agreeable	['Old French', 'Latin', 'Latin']
purposeless	['Latin', 'Old French', 'Anglo-French']
facial	['Old French', 'Vulgar Latin', 'Latin', 'French', 'Medieval Latin']
guided	['Old French', 'Frankish', 'Proto-Germanic', 'PIE']
cumbersome	['French', 'Old French', 'Vulgar Latin']
goggles	['Middle English', 'Latin', 'Celtic', 'English']
abundant	['Old French', 'Latin', 'Latin', 'PIE']
unchecked	['Medieval Latin', 'Old French']
transfer	['Old French', 'Latin', 'PIE']
provoked	['Old French', 'Latin']
mawkish	['Old English', 'Proto-Germanic', 'Middle English']
implausible	['Latin']
platonic	['Latin Platonicus', 'Greek Platonikos']
stubborn	['Proto-Germanic', 'PIE', 'Old English']
aspired	['Old French', 'Latin']
grounding	['Old English', 'Proto-Germanic']
diss	['Latin']
hyperbole	['Latin', 'Greek']
same-sex	['Old French', 'Latin', 'PIE']
self-determination	['Latin', 'PIE', 'Old French']
anthropomorphic	['Greek', 'PIE']
improvement	['Old French', 'Vulgar Latin', 'Late Latin', 'Latin', 'Anglo-French']
preceded	['Middle French', 'Latin']
screening	['Middle Dutch', 'Proto-Germanic', 'PIE']
alarms	['Middle French']
propensity	['Latin']
doubting	['Latin', 'Old French']
reflective	['Middle French', 'Latin', 'Late Latin', 'Old French']
newcomers	['Old English', 'Proto-Germanic', 'PIE']
yawn	['Old English', 'Proto-Germanic', 'PIE']
simplify	['Latin', 'PIE', 'PIE', 'French', 'Medieval Latin']
invulnerable	['Old Norse Valh', 'Proto-Germanic', 'PIE', 'PIE', 'Late Latin', 'Latin']
borrow	['Old English', 'Proto-Germanic', 'PIE']
scare	['Old Norse']
thuggery	['Marathi', 'Sanskrit', 'PIE']
variable	['Old French', 'Late Latin']
disheartening	['Old English', 'Proto-Germanic', 'PIE']
misogyny	['Modern Latin', 'Greek']
mirage	['Middle Low German', 'Proto-Germanic', 'Old French', 'Latin', 'PIE', 'Vulgar Latin', 'French']
evoked	['French', 'Latin']
projection	['Latin', 'Middle French']
defiant	['Old French', 'Vulgar Latin', 'Latin', 'French']
flux	['Middle French', 'Latin', 'Old French']
flawless	['Old Norse', 'Proto-Germanic', 'Old Norse', 'Scandinavian', 'Dutch']
romantics	['French', 'Middle French']
catalytic	['Latinized']
undoubted	['Latin', 'Old French']
worthless	['Old English', 'Proto-Germanic', 'PIE']
aground	['Old English', 'Proto-Germanic', 'PIE']
snared	['Proto-Germanic', 'Dutch']
laborious	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Latin']
tightened	['Middle English', 'Old Norse', 'Old English', 'Proto-Germanic', 'PIE']
so-so	['Middle French', 'Late Latin', 'Greek', 'Old English', 'Proto-Germanic', 'PIE']
batch	['Old English', 'Proto-Germanic', 'PIE']
swamped	['Proto-Germanic', 'Middle Dutch', 'PIE']
unadulterated	['Old English', 'Proto-Germanic', 'Old French', 'Medieval Latin', 'Latin', 'PIE']
civility	['Old French', 'Latin', 'PIE']
moods	['Latin', 'PIE', 'French']
marvels	['Old French', 'Vulgar Latin', 'Latin']
scintillating	['Old English', 'Proto-Germanic', 'PIE', 'Latin']
competence	['Old French', 'Latin', 'PIE', 'Middle French', 'Late Latin', 'French']
aisles	['Middle English', 'Proto-Germanic', 'PIE', 'Old French', 'Latin']
pumps	['Middle Dutch', 'Dutch', 'Javanese']
stereotyped	['French', 'Greek']
presumption	['Old French', 'Late Latin']
novelty	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Latin', 'Italian']
yacht	['Norwegian', 'Middle Low German', 'Old High German', 'Proto-Germanic', 'PIE']
munch	['Old French', 'Latin']
pampering	['French', 'Latin', 'Middle Dutch']
decorous	['Latin', 'PIE']
iconic	['Late Latin', 'Greek']
underarm	['Old English', 'West Germanic', 'Dutch', 'Middle Dutch', 'Proto-Germanic', 'Old French', 'Latin']
supplied	['Old French', 'Latin', 'Anglo-French']
redeemed	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Latin', 'Anglo-French']
adrian	['Latin Adriaticus', 'Latin Adrianus']
erotics	['Greek', 'French']
unfree	['Old English', 'Proto-Germanic', 'PIE']
tons	['Old French', 'Latin', 'Greek', 'PIE', 'French']
abrasive	['Latin']
soar	['Latin', 'Greek', 'PIE', 'Old French', 'Vulgar Latin']
piss	['World War', 'Old French', 'Vulgar Latin']
trees	['Old English', 'Proto-Germanic', 'PIE']
requiem	['Latin']
vulgarities	['Latin', 'Middle French', 'Late Latin']
generous	['Middle French', 'Latin']
armpit	['Old English', 'West Germanic', 'Dutch', 'Middle Dutch', 'Proto-Germanic', 'Old French', 'Latin']
blob	['Middle Dutch', 'Middle Low German']
gauls	['French Gaule', 'Latin Gallia', 'Gallus']
definitions	['Old French', 'Latin', 'PIE']
frosting	['Old English', 'Proto-Germanic']
fictions	['Old French', 'Latin', 'PIE']
deny	['Old French', 'Latin', 'Old Latin', 'Italic', 'PIE']
landau	['Old Norse', 'Proto-Germanic', 'PIE', 'Landau', 'Arabic']
spunk	['Old English', 'Latin', 'Greek', 'Gaelic']
register	['Old French', 'Medieval Latin']
eroticized	['Greek', 'French']
frissons	['Latin', 'Proto-Italic', 'PIE', 'French']
laziness	['Proto-Germanic', 'Old English', 'PIE', 'Low German']
reginald	['Old English', 'Proto-Germanic', 'PIE', 'Old French Renart', 'Old High German', 'Old High German Reginald']
proportion	['Old French', 'Latin', 'Middle French', 'Medieval Latin']
generosity	['Middle French', 'Latin']
meanness	['Old French', 'Latin', 'PIE', 'Old English', 'Proto-Germanic', 'Anglo-French', 'Late Latin', 'West Germanic']
plentiful	['Old French', 'Latin', 'PIE']
flinch	['Old Norse', 'Proto-Germanic', 'PIE', 'Medieval Latin', 'Greek', 'Old French', 'Frankish']
skies	['Old Norse', 'Proto-Germanic', 'PIE']
sequins	['French', 'Italian', 'Arabic']
blaring	['Middle Dutch']
luminous	['Latin']
exemplary	['Old English', 'Proto-Germanic', 'PIE', 'Old French', 'Latin', 'Anglo-French', 'Middle French', 'Late Latin', 'Late Latin']
inconceivable	['Latin', 'PIE']
reheated	['Old English', 'Proto-Germanic']
debuts	['Anglo-French', 'Frankish', 'Proto-Germanic', 'PIE', 'French', 'Old French']
tendency	['Medieval Latin', 'Latin', 'PIE', 'Old French']
avalanches	['French', 'Romansch', 'Savoy', 'Proven']
stripes	['Middle Dutch', 'Proto-Germanic', 'PIE']
reptilian	['Old French', 'Late Latin', 'PIE']
bask	['Old Norse']
investing	['Proto-Indo-European', 'Latin', 'PIE']
knockoff	['Old English', 'Proto-Germanic', 'PIE']
grader	['Old French', 'Latin', 'French', 'PIE']
brow	['Old English', 'Proto-Germanic', 'PIE']
interchangeable	['Old North French', 'Latin', 'Old French', 'Late Latin', 'PIE']
imbecilic	['Middle French', 'Latin']
backwater	['Old English', 'Proto-Germanic', 'PIE']
porridge	['Vulgar Latin', 'English', 'Old French', 'Latin']
odour	['Anglo-French', 'Old French', 'Latin', 'PIE']
expiry	['Old French', 'Latin']
prostituted	['Latin', 'PIE']
muse	['Old French Muse', 'Latin Musa', 'Greek Mousa', 'PIE', 'Old French', 'Gallo-Roman']
ruinous	['Old English', 'West Germanic', 'Proto-Germanic', 'PIE', 'Old French', 'Latin']
lukewarm	['Middle English', 'Old English', 'Proto-Germanic', 'Middle Dutch']
injecting	['Proto-Indo-European']
girlie	['Proto-Germanic', 'PIE']
verisimilitude	['French', 'Old Latin', 'PIE', 'Latin']
derive	['Old French', 'Latin']
gymnastics	['Old English', 'Proto-Germanic', 'PIE', 'Latin', 'Greek']
indicate	['Proto-Indo-European', 'Latin']
shed	['Middle English', 'Proto-Germanic', 'PIE']
suffocating	['Anglo-French', 'Old French', 'Vulgar Latin', 'Latin', 'Late Latin', 'Middle French']
gymnast	['Old English', 'Proto-Germanic', 'PIE', 'Latin', 'Greek']
embellishing	['French', 'Old French', 'Latin', 'PIE']
conceive	['Latin', 'PIE']
bark	['Proto-Germanic', 'Middle French', 'Late Latin', 'Old English']
scarily	['Old Norse']
surveys	['Anglo-French', 'Medieval Latin', 'Latin']
contorting	['Latin']
derailed	['Old French', 'Vulgar Latin', 'Latin', 'Middle French', 'Old Proven', 'Late Latin', 'French']
males	['Old French', 'Latin']
testosterone	['French', 'Latinized', 'German Testosteron']
chai	['Portuguese', 'Mandarin', 'Malay', 'Chinese']
forewarned	['Old English', 'Proto-Germanic', 'PIE']
celebratory	['Latin']
soppy	['Spanish', 'Late Latin', 'Latin', 'Old French', 'Proto-Germanic', 'PIE', 'Old English']
z	['Middle French', 'Late Latin', 'Greek', 'Hebrew']
crux	['Old English', 'Proto-Germanic', 'PIE', 'Old Irish', 'Latin', 'French']
technicality	['French', 'Greek', 'Latin']
credulity	['Old English', 'Latin', 'PIE', 'PIE', 'Old French']
groaner	['Old English', 'Proto-Germanic']
goodies	['Old English', 'Proto-Germanic', 'PIE']
viewpoints	['Latin', 'Old French']
toasts	['Old French', 'Vulgar Latin', 'PIE']
testimonial	['Latin', 'Old North French', 'Late Latin']
programs	['Late Latin', 'Greek']
morass	['Old English', 'Proto-Germanic', 'Proto-Germanic', 'Old French', 'Frankish', 'Dutch', 'Middle Dutch', 'West Germanic']
justification	['Old English', 'Proto-Germanic', 'Middle English', 'Old French', 'Late Latin', 'Latin']
unexplored	['French', 'Latin', 'Middle French']
section	['Old French', 'Latin', 'PIE']
mick	['Late Latin Michael', 'Greek Mikhael', 'Hebrew']
imitations	['Old French', 'Latin', 'PIE']
subsided	['Latin', 'PIE']
anytime	['Old English']
gregory	['Latin', 'PIE', 'Greek']
viewpoint	['Latin', 'Old French']
concealment	['Old French', 'Latin', 'PIE']
fortunately	['Old French', 'Latin', 'PIE']
keenly	['Old English', 'Irish', 'Old Irish']
uncontrolled	['Anglo-French', 'Medieval Latin', 'Latin']
tickets	['Old French', 'Frankish', 'Proto-Germanic', 'PIE']
judith	['Hebrew Yehudah', 'Latin', 'Greek Ioudith', 'Hebrew Yehudith']
asinine	['Old English', 'Proto-Germanic', 'PIE', 'Middle High German', 'Latin']
rips	['Proto-Germanic', 'PIE']
maids	['Old English', 'Proto-Germanic', 'PIE', 'Vulgar Latin', 'French']
infamy	['Old French', 'Latin']
ripping	['Proto-Germanic', 'PIE']
hallelujah	['Late Latin', 'Greek', 'Hebrew', 'Old French']
mods	['Old French', 'Latin', 'Middle French']
rockers	['Old French', 'Latin', 'Middle French']
once-over	['Proto-Indo-European', 'Old English', 'Proto-Germanic', 'PIE', 'Old English']
loathe	['Old English']
valuing	['Old French', 'Latin']
changer	['Old North French', 'Latin', 'Old French', 'Late Latin', 'PIE']
abundance	['Old French', 'Latin', 'Latin', 'PIE']
mindsets	['Old French', 'Late Latin', 'Latin', 'PIE', 'Medieval Latin', 'Old English', 'Proto-Germanic']
tundra	['Russian', 'Lappish']
specimen	['Latin']
encountering	['Old French', 'Late Latin', 'Latin']
comfortably	['Old French', 'Latin', 'Old Latin', 'PIE', 'Late Latin', 'Anglo-French']
sag	['Old English', 'Proto-Germanic', 'PIE', 'Middle Low German']
tenuous	['Latin', 'PIE']
anchor	['Latin', 'PIE', 'Medieval Latin']
purport	['Anglo-French', 'Latin', 'Old French']
span	['Old English', 'Proto-Germanic', 'PIE']
logical	['Greek', 'PIE', 'Old French', 'Latin']
loopholes	['Old English', 'Proto-Germanic', 'PIE', 'Frankish']
fertility	['Middle French', 'Latin', 'PIE']
rivals	['Latin']
animations	['Latin']
